#PFAM_ID	DESCRIPTION
PF00212	Atrial natriuretic peptide
PF03452	Anp1
PF03374	Phage antirepressor protein KilAC domain
PF08346	AntA/AntB antirepressor
PF03861	ANTAR domain
PF07651	ANTH domain
PF09156	Anthrax toxin lethal factor, middle domain
PF03497	Anthrax toxin LF subunit
PF05587	Anthrax receptor extracellular domain
PF04715	Anthranilate synthase component I, N terminal region
PF10796	Sigma-S stabilisation anti-adaptor protein 
PF15777	Tryptophan RNA-binding attenuator protein inhibitory protein
PF02522	Aminoglycoside 3-N-acetyltransferase
PF08264	Anticodon-binding domain of tRNA ligase
PF19269	Anticodon binding domain
PF19303	Anticodon binding domain of methionyl tRNA ligase
PF11410	Antifungal peptide
PF11402	Antifungal protein
PF11641	Glycosylphosphatidylinositol-anchored merozoite surface protein
PF16364	Cell surface antigen C-terminus
PF09255	Caf1 Capsule antigen
PF08105	Metchnikowin family
PF08106	Formaecin family
PF08107	Pleurocidin family
PF08108	Halocidin family
PF08109	Lactocin 705 family
PF08110	Ocellatin family
PF08129	Alpha/beta enterocin family
PF08130	Type A lantibiotic family
PF08225	Pseudin antimicrobial peptide
PF08256	Aurein-like antibiotic peptide
PF14861	Plant antimicrobial peptide
PF16047	Frog antimicrobial peptide
PF16048	Frog antimicrobial peptide
PF16049	Frog antimicrobial peptide
PF16839	Nematode antimicrobial peptide
PF08018	Frog antimicrobial peptide 
PF08023	Frog antimicrobial peptide 
PF08025	Spider antimicrobial peptide
PF08024	Ant antimicrobial peptide
PF08026	Bee antimicrobial peptide
PF08036	Diapausin family of antimicrobial peptide
PF08102	Scorpion antimicrobial peptide 
PF08103	Uperin family
PF08104	Ponericin L family
PF03230	Antirestriction protein
PF02822	Antistasin family
PF03589	Antitermination protein
PF05586	Anthrax receptor C-terminus region
PF15721	Annexin-2 receptor
PF03098	Animal haem peroxidase
PF18678	Allene oxide cyclase barrel like domain
PF01786	Alternative oxidase
PF15001	AP-5 complex subunit sigma-1
PF15745	AP-1 complex-associated regulatory protein
PF00847	AP2 domain
PF14796	Clathrin-adaptor complex-3 beta-1 subunit C-terminal
PF06375	AP-3 complex subunit delta-1 
PF19327	Ap4A phosphorylase N-terminal domain
PF14807	Adaptin AP4 complex epsilon appendage platform
PF17908	APAF-1 helical domain
PF02558	Ketopantoate reductase PanE/ApbA
PF08546	Ketopantoate reductase PanE/ApbA C terminal
PF02424	ApbE family
PF05839	Apc13p protein
PF05841	Apc15p protein
PF18122	Anaphase-promoting complex sub unit 1 C-terminal domain 
PF19521	Anaphase-promoting complex subunit 1 N-terminal
PF14921	Adenomatosis polyposis coli down-regulated 1
PF05972	APC 15 residue motif
PF05956	APC basic domain
PF16689	Coiled-coil N-terminus of APC, dimerisation domain
PF05923	APC repeat
PF18797	Adenomatous polyposis coli (APC) repeat
PF16634	Unstructured region on APC between APC_crr and SAMP
PF16635	Unstructured region on APC between SAMP and APC_crr
PF16636	Unstructured region on APC between APC_crr regions 5 and 6
PF16630	Unstructured region on APC between 1st and 2nd catenin-bdg motifs
PF16633	Unstructured region on APC between 1st two creatine-rich regions
PF18862	ApeA N-terminal domain 1
PF16977	C-terminal domain of apextrin
PF19283	Acylamino-acid-releasing enzyme, N-terminal domain
PF15360	APJ endogenous ligand
PF18946	GpV Apex motif
PF04110	Ubiquitin-like autophagy protein Apg12 
PF04106	Autophagy protein Apg5 
PF04111	Apg6 BARA domain
PF17675	Apg6 coiled-coil region
PF01636	Phosphotransferase enzyme family
PF06105	Aph-1 protein
PF14557	Putative AphA-like transcriptional regulator
PF04655	Aminoglycoside/hydroxyurea antibiotic resistance kinase
PF05918	Apoptosis inhibitory protein 5 (API5)
PF00807	Apidaecin
PF11671	Complementary sex determiner protein
PF20067	Adipocyte plasma membrane-associated protein-like, N-terminal
PF05355	Apolipoprotein C-II
PF05778	Apolipoprotein CIII (Apo-CIII)
PF05418	Apovitellenin I (Apo-VLDL-II)
PF04711	Apolipoprotein A-II (ApoA-II)
PF12491	Apolipoprotein B100 C terminal
PF18769	APOBEC1
PF18772	APOBEC2
PF18771	APOBEC3
PF18775	APOBEC4
PF18774	APOBEC4-like -AID/APOBEC-deaminase
PF05240	APOBEC-like C-terminal domain
PF08210	APOBEC-like N-terminal domain
PF04691	Apolipoprotein C-I (ApoC-1)
PF15119	Apolipoprotein C4
PF01333	Apocytochrome F, C-terminal
PF16639	Apocytochrome F, N-terminal
PF05461	Apolipoprotein L
PF01442	Apolipoprotein A1/A4/E domain
PF15148	Apolipoprotein F
PF07464	Apolipophorin-III precursor (apoLp-III)
PF11032	ApoM domain
PF09769	Apolipoprotein O
PF05634	APO RNA-binding
PF10515	Beta-amyloid precursor protein C-terminus
PF12924	Copper-binding of amyloid precursor, CuBD
PF12925	E2 domain of amyloid precursor protein
PF02177	Amyloid A4 N-terminal heparin-binding
PF12716	Nuclear pore assembly and biogenesis
PF12139	Adenosine-5'-phosphosulfate reductase beta subunit
PF01583	Adenylylsulphate kinase
PF03440	Aerolysin/Pertussis toxin (APT) domain
PF10351	Golgi-body localisation protein domain
PF06079	Apyrase
PF01261	Xylose isomerase-like TIM barrel
PF16399	Intron-binding protein aquarius N-terminus
PF12489	Nuclear coactivator
PF09206	Alpha-L-arabinofuranosidase B, catalytic
PF12625	Arabinose-binding domain of AraC transcription regulator, N-term
PF02610	L-arabinose isomerase
PF11762	L-arabinose isomerase C-terminal domain
PF04602	Mycobacterial cell wall arabinan synthesis protein
PF14896	EmbC C-terminal domain
PF17689	Arabinosyltransferase concanavalin like domain
PF02311	AraC-like ligand binding domain
PF14525	AraC-binding-like domain
PF06719	AraC-type transcriptional regulator N-terminus
PF06081	Aromatic acid exporter family member 1
PF11728	Putative aromatic acid exporter C-terminal domain
PF10334	Aromatic acid exporter family member 2
PF10337	Putative ER transporter, 6TM, N-terminal
PF19368	AraR C-terminal winged HTH domain
PF09692	Argonaute siRNA chaperone (ARC) complex subunit Arb1
PF09757	Arb2 domain
PF03869	Arc-like DNA binding domain
PF13355	ARC6-like, IMS domain
PF18653	Arcadin 1
PF12942	Archaeal ammonia monooxygenase subunit A (AmoA)
PF01951	Archease protein family (MTH1598/TM1083)
PF01917	Archaebacterial flagellin
PF04659	Archaeal flagella protein 
PF18162	Arc C-lobe
PF19284	Arc MA domain
PF06819	Archaeal Peptidase A24 C-terminal Domain
PF06847	Archaeal Peptidase A24 C-terminus Type II
PF08394	Archaeal TRASH domain
PF03079	ARD/ARD' family
PF07275	Antirestriction protein (ArdA)
PF08401	N-terminal domain of anti-restriction factor ArdC
PF07573	Nitrogen regulatory protein AreA N terminus
PF17296	Arenavirus cap snatching domain
PF00798	Arenavirus glycoprotein
PF17290	Arenavirus nucleocapsid C-terminal domain
PF00843	Arenavirus nucleocapsid N-terminal domain
PF06317	Arenavirus RNA polymerase
PF00025	ADP-ribosylation factor family
PF14949	ARF7 effector protein C-terminus
PF03889	Alternative ribosome-rescue factor A
PF06456	Arfaptin-like domain
PF01412	Putative GTPase activating protein for Arf
PF00491	Arginase family
PF00764	Arginosuccinate synthase
PF01960	ArgJ family
PF15346	Arginine and glutamate-rich 1
PF08699	Argonaute linker 1 domain
PF16488	Argonaute linker 2 domain 
PF16487	Mid domain of argonaute
PF16486	N-terminal domain of argonaute
PF11581	Antagonist of EGFR signalling, Argos
PF17944	Arginine decarboxylase C-terminal helical extension
PF17810	Arginine decarboxylase helical bundle domain
PF01316	Arginine repressor, DNA binding domain
PF02863	Arginine repressor, C-terminal domain
PF03485	Arginyl tRNA synthetase N terminal domain
PF15441	RhoGEF 5/35 N-terminal disordered region
PF19422	Ariadne domain
PF18938	Atypical Rib domain
PF01388	ARID/BRIGHT DNA binding domain
PF06770	Actin-rearrangement-inducing factor (Arif-1)
PF15840	ADP-ribosylation factor-like protein 17
PF11527	The ARF-like 2 binding protein BART
PF15062	Haemopoietic lineage transmembrane helix
PF18719	ArlS sensor domain
PF00514	Armadillo/beta-catenin-like repeat
PF09003	Bacteriophage lambda integrase, Arm DNA-binding domain 
PF12167	Arm DNA-binding domain
PF13356	Arm DNA-binding domain
PF14657	Arm DNA-binding domain
PF17293	Arm DNA-binding domain
PF10208	ARMET, C-terminal
PF20145	ARMET, N-terminal
PF01937	Damage-control phosphatase ARMT1-like domain
PF04826	Armadillo-like
PF16186	Atypical Arm repeat 
PF16629	Armadillo-associated region on APC
PF18770	Armadillo tether-repeat of vescicular transport factor
PF18677	Archaellum regulatory network B, C-terminal domain
PF18583	Aminoarabinose transferase C-terminal domain
PF07302	AroM protein
PF11723	Homotrimeric ring hydroxylase
PF15684	Active regulator of SIRT1, or 40S ribosomal protein S19-binding 1
PF05856	ARP2/3 complex 20 kDa subunit (ARPC4)
PF12120	Rifampin ADP-ribosyl transferase
PF02752	Arrestin (or S-antigen), C-terminal domain
PF00339	Arrestin (or S-antigen), N-terminal domain
PF04959	Arsenite-resistance protein 2
PF02374	Anion-transporting ATPase
PF17886	HSP20-like domain found in ArsA
PF02040	Arsenical pump membrane protein
PF03960	ArsC family
PF06953	Arsenical resistance operon protein ArsD
PF03773	Predicted permease
PF11449	Putative, 10TM heavy-metal exporter
PF09824	ArsR transcriptional regulator
PF01129	NAD:arginine ADP-ribosyltransferase
PF18760	ADP-Ribosyltransferase in polyvalent proteins
PF18084	ARTD15 N-terminal domain
PF01606	Arterivirus envelope protein
PF00951	Arterivirus GL envelope glycoprotein
PF02497	Arterivirus glycoprotein
PF16749	Arterivirus nonstructural protein 7 alpha 
PF01481	Arterivirus nucleocapsid protein
PF04161	Arv1-like family 
PF01731	Arylesterase
PF05935	Arylsulfotransferase (ASST)
PF14269	Arylsulfotransferase (ASST)
PF17425	Arylsulfotransferase Ig-like domain
PF00858	Amiloride-sensitive sodium channel
PF04266	ASCH domain
PF08688	Apx/Shroom domain ASD1
PF08687	Apx/Shroom domain ASD2
PF04729	ASF1 like histone chaperone
PF01671	African swine fever virus multigene family 360 protein
PF05568	African swine fever virus J13L protein
PF05293	African swine fever virus (ASFV) L11L protein
PF06556	IAP-like protein p27 C-terminus
PF15780	Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin
PF15323	Developmental protein
PF09010	Anti-Sigma Factor A
PF19039	ASK kinase PH domain
PF08328	Adenylosuccinate lyase C-terminal
PF14698	Argininosuccinate lyase C-terminal
PF05170	AsmA family
PF19272	Acid sphingomyelin phosphodiesterase C-terminal region
PF13109	AsmA-like C-terminal region
PF13502	AsmA-like C-terminal region
PF03590	Aspartate-ammonia ligase
PF01037	Lrp/AsnC ligand binding domain
PF17805	AsnC-like ligand binding domain
PF00733	Asparagine synthase
PF00026	Eukaryotic aspartyl protease
PF06826	Predicted Permease Membrane Region
PF05279	Aspartyl beta-hydroxylase N-terminal region
PF16993	Accessory Sec system protein Asp1
PF16929	Accessory Sec system GspB-transporter
PF03780	Asp23 family, cell envelope-related function
PF16996	Accessory secretory protein Sec Asp4
PF17000	Accessory secretory protein Sec, Asp5
PF00710	Asparaginase, N-terminal
PF01112	Asparaginase
PF17763	Glutaminase/Asparaginase C-terminal domain
PF06089	L-asparaginase II
PF17641	Ancylostoma-associated secreted protein related
PF14521	Lysine-specific metallo-endopeptidase 
PF12897	Aspartate amino-transferase
PF05118	Aspartyl/Asparaginyl beta-hydroxylase
PF02261	Aspartate decarboxylase
PF01177	Asp/Glu/Hydantoin racemase
PF14669	Putative aspartate racemase
PF09668	Aspartyl protease
PF13650	Aspartyl protease
PF06392	Acid shock protein repeat 
PF07100	Anabaena sensory rhodopsin transducer
PF04958	Arginine N-succinyltransferase beta subunit
PF01400	Astacin (Peptidase family M12A)
PF04996	Succinylarginine dihydrolase
PF04952	Succinylglutamate desuccinylase / Aspartoacylase family
PF19743	ASTN1/2 EGF-like and Fn(III) domains
PF19441	Astrotactin 1/2 N-terminal
PF18577	Astrotactin-2 C-terminal beta-hairpin domain
PF19415	Astrovirus transmembrane protein 1A
PF03115	Astrovirus capsid protein precursor
PF12226	Turkey astrovirus capsid protein
PF16580	C-terminal tail of astrovirus capsid projection or spike
PF19414	Astrovirus p19 protein
PF19416	Astrovirus VPg protein
PF13919	Asx homology domain
PF15321	ATPase family AAA domain containing 4
PF14196	L-2-amino-thiazoline-4-carboxylic acid hydrolase
PF04377	Arginine-tRNA-protein transferase, C terminus
PF04376	Arginine-tRNA-protein transferase, N terminus
PF16788	ATF-interacting protein binding domain
PF07855	Autophagy-related protein 101
PF10377	Autophagy-related protein 11
PF19697	Atg11 middle domain
PF10033	Autophagy-related protein 13
PF10186	Vacuolar sorting 38 and autophagy-related subunit 14
PF08614	Autophagy protein 16 (ATG16)
PF04108	Autophagy protein ATG17-like domain 
PF12744	Autophagy protein Atg19, Atg8-binding
PF11700	Vacuole effluxer Atg22 like
PF09451	Autophagy-related protein 27
PF18388	Atg29 N-terminal domain
PF13329	Autophagy-related protein 2 CAD motif
PF09795	Autophagy-related protein 31
PF08589	Autophagy receptor ATG43
PF16420	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
PF02991	Autophagy protein Atg8 ubiquitin like
PF04109	Autophagy protein ATG9
PF09333	Autophagy-related protein C terminal domain
PF03078	ATHILA ORF-1 family
PF07737	Anthrax toxin lethal factor, N- and C-terminal domain
PF03477	ATP cone domain
PF02222	ATP-grasp domain
PF08442	ATP-grasp domain
PF02655	ATP-grasp domain
PF13535	ATP-grasp domain
PF13549	ATP-grasp domain
PF18419	ATP-grasp-like domain
PF00217	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF02807	ATP:guanido phosphotransferase, N-terminal domain
PF01747	ATP-sulfurylase
PF00231	ATP synthase
PF05176	ATP10 protein
PF00895	ATP synthase protein 8
PF00119	ATP synthase A chain
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
PF00306	ATP synthase alpha/beta chain, C terminal domain
PF02874	ATP synthase alpha/beta family, beta-barrel domain
PF16886	ATPsynthase alpha/beta subunit N-term extension
PF00430	ATP synthase B/B' CF(0)
PF00137	ATP synthase subunit C
PF01813	ATP synthase subunit D 
PF00401	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF05680	ATP synthase E chain
PF04627	Mitochondrial ATP synthase epsilon chain
PF08112	ATP synthase epsilon subunit
PF01990	ATP synthase (F/14-kDa) subunit
PF05511	Mitochondrial ATP synthase coupling factor 6
PF04718	Mitochondrial ATP synthase g subunit
PF03899	ATP synthase I chain
PF04911	ATP synthase j chain
PF05827	Vacuolar ATP synthase subunit S1 (ATP6S1)
PF16594	Putative AtpZ or ATP-synthase-associated
PF06644	ATP11 protein
PF07542	ATP12 chaperone protein
PF12921	Mitochondrial ATPase expression
PF11022	ATP synthase subunit K
PF02038	ATP1G1/PLM/MAT8 family
PF06745	KaiC
PF12156	Putative metal-binding domain of cation transport ATPase
PF01637	ATPase domain predominantly from Archaea
PF09527	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter
PF18130	ATP-grasp N-terminal domain
PF14397	Sugar-transfer associated ATP-grasp
PF15632	ATP-grasp in the biosynthetic pathway with Ter operon
PF14305	TupA-like ATPgrasp
PF14398	YheC/D like ATP-grasp
PF12966	N-ATPase, AtpR subunit 
PF03029	Conserved hypothetical ATP binding protein
PF03668	P-loop ATPase protein family
PF01171	PP-loop family
PF12424	Plasma membrane calcium transporter ATPase C terminal
PF10775	ATP synthase complex subunit h
PF14960	ATP synthase regulation
PF05493	ATP synthase subunit H 
PF09830	ATP adenylyltransferase C-terminal domain
PF16829	Avirulence protein ATR13, RxLR effector
PF05353	Delta Atracotoxin
PF03154	Atrophin-1 family
PF15445	acidic terminal segments, variant surface antigen of PfEMP1
PF06232	Embryo-specific protein 3, (ATS3)
PF11263	Borrelia burgdorferi attachment protein P66 
PF03769	Attacin, C-terminal region
PF03768	Attacin, N-terminal region
PF18800	Attenuator of Hedgehog
PF08037	Attractin family
PF11512	Agrobacterium tumefaciens protein Atu4866
PF07287	Acyclic terpene utilisation family protein AtuA
PF09759	Spinocerebellar ataxia type 10 protein domain
PF12547	Ataxin-1 like family
PF08098	Anemonia sulcata toxin III family
PF18461	Atypical caspase recruitment domain
PF02178	AT hook motif
PF18637	Aldos-2-ulose dehydratase/isomerase (AUDH) Cupin domain
PF15187	Oesophageal cancer-related gene 4
PF11583	P-aminobenzoate N-oxygenase AurF
PF09041	Aurora-A binding 
PF03472	Autoinducer binding domain
PF00765	Autoinducer synthase
PF03987	Autophagocytosis associated protein, active-site domain 
PF03797	Autotransporter beta-domain
PF06677	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)
PF15336	Autism susceptibility gene 2 protein
PF02041	Auxin binding protein
PF05703	Auxin canalisation
PF02519	Auxin responsive protein
PF05564	Dormancy/auxin associated protein
PF06507	Auxin response factor
PF02309	AUX/IAA family
PF17198	Spirocyclase AveC-like
PF03708	Avian retrovirus envelope protein, gp85 
PF01382	Avidin family
PF11599	RRNA methyltransferase AviRa
PF09794	Transport protein Avl9
PF05394	Avirulence protein
PF05655	Pseudomonas avirulence D protein (AvrD)
PF11725	AvrE-family Type-III effector proteins (T3Es)
PF11529	Melampsora lini avirulence protein AvrL567-A
PF18661	Avirulence Effector AvrLm4-7
PF18241	Flax-rust effector AvrM-A 
PF18247	Flax-rust effector AvrM N-terminal domain
PF09143	AvrPphF-ORF-2
PF11592	Central core of the bacterial effector protein AvrPto
PF09046	AvrPtoB E3 ubiquitin ligase
PF16847	Avirulence AvrPtoB, BAK1-binding domain
PF05627	Cleavage site for pathogenic type III effector avirulence factor Avr
PF06536	Avian adenovirus fibre, N-terminal
PF05512	AWPM-19-like family
PF17907	AWS domain
PF05448	Acetyl xylan esterase (AXE1)
PF08517	Ataxin-1 and HBP1 module (AXH)
PF16646	Axin-1 tankyrase binding domain
PF08833	Axin beta-catenin binding motif
PF10211	Axonemal dynein light chain
PF03591	AzlC protein
PF05437	Branched-chain amino acid transport protein (AzlD)
PF16558	Amino-terminal Zinc-binding domain of ubiquitin ligase E3A
PF01356	Alpha amylase inhibitor
PF02137	Adenosine-deaminase (editase) domain
PF00962	Adenosine deaminase
PF08451	Adenosine/AMP deaminase N-terminal
PF18424	Alpha-Dystroglycan N-terminal domain 2
PF09713	Plant protein 1589 of unknown function (A_thal_3526)
PF02216	B domain
PF04182	B-block binding subunit of TFIIIC
